"id","edu_21","mother_edu_21","father_edu_21","age_21","race_hisp_21","ppracem.x","job_21","income_21","current_student_type_21","current_student_21","current_student1_21","college_degree_with_current_21","college_degree_obtained_21","first_gen_21","edu_20","mother_edu_20","father_edu_20","age_20","race_hisp_20","ppracem.y","job_20","income_20","current_student_type_20","current_student_20","current_student1_20","college_degree_with_current_20","college_degree_obtained_20","first_gen_20","edu_19","mother_edu_19","father_edu_19","age_19","race_hisp_19","ppracem","job_19","income_19","current_student_type_19","current_student_19","current_student1_19","college_degree_with_current_19","college_degree_obtained_19","first_gen_19"
1816,"Bachelor’s degree","Some college but no degree","Associate degree","35-44","Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1823,"Master’s degree","High school degree or GED","Some college but no degree","35-44","2+ Races, Non-Hispanic","2+ races","Community and Social Services","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,"Bachelor’s degree","Associate degree","High school degree or GED","65-74","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,"Bachelor’s degree","Less than High School degree","High school degree or GED","65-74","Other, Non-Hispanic","Asian","Construction and Extraction","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,"Bachelor’s degree","Bachelor’s degree","Graduate degree","55-64","White, Non-Hispanic","White","Sales","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,"Master’s degree","Some college but no degree","High school degree or GED","45-54","White, Non-Hispanic","White","Education, Training, and Library","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graduate degree","Graduate degree","Graduate degree","45-54","Black, Non-Hispanic","Black/African-American","Lawyer, judge","$0","No",NA,"0","1","1","cont_edu"
1855,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$75,000 to $99,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Some college but no degree","Bachelor’s degree","65-74","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$5,000 to $14,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,"Master’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Graduate degree","Graduate degree","65-74","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Office and Administrative Support","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"Bachelor’s degree","Bachelor’s degree","Certificate or technical degree","35-44","White, Non-Hispanic","White","Business Operations (including Marketing)","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graduate degree","Bachelor’s degree","Graduate degree","65-74","Other, Non-Hispanic","Asian","Community and Social Services","$150,000 to $199,999","No",NA,"0","1","1","cont_edu"
1876,"Master’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","Yes, as a part-time student","Master’s degree","1","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Bachelor’s degree","High school degree or GED","High school degree or GED","65-74","Black, Non-Hispanic","Black or African American","Office and Administrative Support","$100,000 to $149,999","Yes, as a part-time student","Master’s degree","1","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,"Bachelor’s degree","Graduate degree","Certificate or technical degree","55-64","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Graduate degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Community and Social Services","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"Bachelor’s degree","Certificate or technical degree","High school degree or GED","45-54","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graduate degree","Bachelor’s degree","Graduate degree","55-64","White, Non-Hispanic","White","Management","$75,000 to $99,999","No",NA,"0","1","1","cont_edu"
1899,"Bachelor’s degree","High school degree or GED","Bachelor’s degree","45-54","Hispanic","White","Health Technologist or Technician (such as paramedic, lab technician)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,"Bachelor’s degree","Don’t know","Don’t know","45-54","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","first_gen","Bachelor’s degree","Bachelor’s degree","Graduate degree","45-54","White, Non-Hispanic","White","Sales","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,"Master’s degree","High school degree or GED","Graduate degree","55-64","White, Non-Hispanic","White","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,"Master’s degree","Certificate or technical degree","Some college but no degree","45-54","White, Non-Hispanic","White","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,"Bachelor’s degree","Less than High School degree","High school degree or GED","65-74","White, Non-Hispanic","White","Food Preparation and Serving","$1 to $4,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graduate degree","Bachelor’s degree","Graduate degree","55-64","White, Non-Hispanic","White","Office and Administrative Support","$100,000 to $149,999","No",NA,"0","1","1","cont_edu"
1930,"Master’s degree","Graduate degree","Some college but no degree","65-74","White, Non-Hispanic","White","Management","$40,000 to $49,999","No",NA,"0","1","1","cont_edu","Master’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"Bachelor’s degree","Certificate or technical degree","Graduate degree","25-34","Black, Non-Hispanic","Black or African American","Health Technologist or Technician (such as paramedic, lab technician)","$5,000 to $14,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Master’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"Bachelor’s degree","Bachelor’s degree","Graduate degree","35-44","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Bachelor’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Master’s degree","Graduate degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Business Operations (including Marketing)","$0","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,"Master’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$75,000 to $99,999","No",NA,"0","1","1","cont_edu","Bachelor’s degree","Less than High School degree","Associate degree","55-64","White, Non-Hispanic","White","Business Operations (including Marketing)","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Bachelor’s degree","High school degree or GED","Some college but no degree","25-34","White, Non-Hispanic","White","Office and Administrative Support","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Bachelor’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Master’s degree","Associate degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"Bachelor’s degree","Certificate or technical degree","High school degree or GED","45-54","White, Non-Hispanic","White","Sales","$50,000 to $74,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","Graduate degree","Some college but no degree","25-34","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Bachelor’s degree","Less than High School degree","High school degree or GED","55-64","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Bachelor’s degree","Graduate degree","High school degree or GED","55-64","White, Non-Hispanic","White","Armed Services","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","Graduate degree","Graduate degree","18-24","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$50,000 to $74,999","No",NA,"0","1","1","cont_edu","Graduate degree","Bachelor’s degree","Graduate degree","18-24","White, Non-Hispanic","White","Education, Training, and Library","$5,000 to $14,999","No",NA,"0","1","1","cont_edu"
2031,"Bachelor’s degree","Bachelor’s degree","Graduate degree","35-44","White, Non-Hispanic","White","Office and Administrative Support","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2037,"Master’s degree","Bachelor’s degree","Graduate degree","65-74","Black, Non-Hispanic","Black or African American","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2038,"Bachelor’s degree","Associate degree","Bachelor’s degree","25-34","Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2039,"Bachelor’s degree","Associate degree","Associate degree","45-54","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2043,"Master’s degree","Associate degree","High school degree or GED","25-34","White, Non-Hispanic","White","Office and Administrative Support","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2054,"Bachelor’s degree","Some college but no degree","High school degree or GED","35-44","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2058,"Bachelor’s degree","High school degree or GED","High school degree or GED","35-44","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,"Master’s degree","Graduate degree","Graduate degree","65-74","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2066,"Bachelor’s degree","Some college but no degree","Less than High School degree","45-54","Black, Non-Hispanic","Black or African American","Office and Administrative Support","$100,000 to $149,999","No",NA,"0","1","1","first_gen","Master’s degree","Bachelor’s degree","Graduate degree","55-64","Black, Non-Hispanic","Black or African American","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2077,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","25-34","Hispanic","Black or African American","Community and Social Services","$50,000 to $74,999","Yes, as a part-time student","Bachelor’s degree","1","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2080,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Office and Administrative Support","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2081,"Bachelor’s degree","Less than High School degree","High school degree or GED","35-44","2+ Races, Non-Hispanic","2+ races","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","first_gen","Master’s degree","High school degree or GED","High school degree or GED","35-44","White, Non-Hispanic","White","Sales","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2085,"Bachelor’s degree","High school degree or GED","Less than High School degree","55-64","White, Non-Hispanic","White","Office and Administrative Support","$75,000 to $99,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","High school degree or GED","High school degree or GED","35-44","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","Hispanic","White","Construction and Extraction","$0","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110,"Bachelor’s degree","Associate degree","Some college but no degree","45-54","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2116,"Bachelor’s degree","Bachelor’s degree","Associate degree","35-44","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2119,"Master’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","first_gen","Bachelor’s degree","Less than High School degree","High school degree or GED","35-44","2+ Races, Non-Hispanic","2+ races","Office and Administrative Support","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2129,"Master’s degree","Associate degree","Some college but no degree","35-44","Other, Non-Hispanic","Asian","Transportation and Material Moving","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2132,"Bachelor’s degree","Some college but no degree","High school degree or GED","55-64","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2137,"Bachelor’s degree","Less than High School degree","Less than High School degree","55-64","White, Non-Hispanic","White","Health Technologist or Technician (such as paramedic, lab technician)","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2146,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2149,"Bachelor’s degree","High school degree or GED","Associate degree","35-44","White, Non-Hispanic","White","Protective Service","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2152,"Master’s degree","Some college but no degree","Bachelor’s degree","35-44","Hispanic","White","Architecture and Engineering","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2156,"Bachelor’s degree","Associate degree","Certificate or technical degree","35-44","White, Non-Hispanic","White","Sales","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2157,"Bachelor’s degree","Some college but no degree","Graduate degree","35-44","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
